Date,Company,Product,Quantity_Sold,Unit_Price,Revenue,Production_Quantity,Inventory_Start,Inventory_End,Raw_Material_Cost_Per_Unit,Processing_Cost_Per_Unit,Packaging_Cost_Per_Unit,Transportation_Cost_Per_Unit,Total_Cost_Per_Unit,Total_Costs,Waste_Quantity,Waste_Cost,Profit,Profit_Margin_Percent,Quality_Score,Customer_Rating,Production_Efficiency,Capacity_Utilization,Market_Share_Percent,Competitor_Average_Price,Season,Region,Sales_Channel,Batch_Number,Expiry_Days
2022-01-21,Mother Dairy,Paneer,860,403.01,346585.24,1199,173,485,238.44,47.4,34.15,30.28,350.27,428560.57,36,8584.01,-81975.32,-23.65,92.3,4.6,0.783,0.849,10.54,435.96,Spring,Central,Retail,B2022012765,179
2022-01-22,Mother Dairy,Lassi,193,42.84,8268.81,270,288,335,18.93,7.84,3.7,2.26,32.73,9102.74,14,265.07,-833.93,-10.09,90.3,4.5,0.831,0.747,24.62,40.15,Spring,North,Online,B2022014378,291
2022-01-22,Mother Dairy,Milk,1268,58.5,74174.46,1695,283,709,26.74,6.11,4.13,1.96,38.94,66642.83,24,641.67,7531.63,10.15,90.5,4.5,0.857,0.944,15.02,61.62,Spring,West,Wholesale,B2022019965,14
2022-01-22,Mother Dairy,Yogurt,661,76.36,50474.03,763,103,175,41.35,13.72,6.84,4.07,65.97,51618.3,31,1281.81,-1144.27,-2.27,80.9,4.0,0.802,0.694,12.43,77.98,Spring,West,Online,B2022012952,10
2022-01-22,Mother Dairy,Yogurt,171,76.45,13073.34,191,436,449,31.17,13.51,4.41,3.58,52.66,10183.56,4,124.66,2889.78,22.1,81.1,4.1,0.807,0.658,24.08,74.52,Spring,East,Retail,B2022015696,23
2022-01-23,Mother Dairy,Cheese,373,442.54,165067.92,413,56,48,177.09,80.42,42.73,15.17,315.41,131856.53,9,1593.8,33211.39,20.12,92.4,4.6,0.784,0.69,13.54,476.58,Spring,Central,Wholesale,B2022013352,183
2022-01-23,Mother Dairy,Ghee,1084,593.95,643843.94,1500,57,463,286.01,114.43,50.05,40.06,490.54,740954.79,18,5148.14,-97110.85,-15.08,86.4,4.3,0.832,0.649,16.45,571.03,Spring,South,Wholesale,B2022011633,305
2022-01-23,Mother Dairy,Paneer,748,350.44,262131.42,858,418,513,185.02,37.52,17.94,18.82,259.31,229330.53,37,6845.71,32800.89,12.51,84.3,4.2,0.849,0.668,20.15,326.2,Spring,South,Wholesale,B2022017168,227
2022-01-23,Mother Dairy,Yogurt,748,76.25,57033.51,932,285,430,31.45,11.88,4.91,4.07,52.32,49393.73,20,629.1,7639.77,13.4,89.3,4.5,0.798,0.647,19.32,75.58,Spring,West,Retail,B2022012873,3
2022-01-24,Mother Dairy,Curd,622,54.42,33847.49,764,194,310,30.88,8.52,2.72,3.49,45.61,36794.82,63,1945.2,-2947.33,-8.71,83.1,4.2,0.83,0.868,23.7,53.6,Spring,West,Retail,B2022018997,6
2022-01-24,Mother Dairy,Ghee,457,572.07,261435.55,633,342,490,241.62,74.01,56.04,31.26,402.94,256026.61,4,966.49,5408.95,2.07,92.8,4.6,0.84,0.701,23.19,516.4,Spring,South,Direct,B2022015111,154
2022-01-24,Mother Dairy,Milk,98,64.0,6272.22,116,194,181,32.07,11.72,4.3,2.6,50.69,5943.95,2,64.14,328.28,5.23,82.2,4.1,0.874,0.719,19.44,69.95,Spring,South,Retail,B2022013698,29
2022-01-24,Mother Dairy,Paneer,1029,376.31,387222.75,1186,394,513,166.16,58.95,24.5,16.6,266.22,324870.08,55,9138.65,62352.67,16.1,87.9,4.4,0.783,0.765,20.65,373.47,Spring,South,Retail,B2022016996,362
2022-01-25,Mother Dairy,Cheese,143,420.13,60078.71,193,55,71,213.55,72.86,34.13,14.28,334.82,65260.62,3,640.64,-5181.9,-8.63,91.9,4.6,0.826,0.858,23.39,453.51,Spring,North,Online,B2022019908,74
2022-01-25,Mother Dairy,Ghee,383,577.12,221036.04,450,385,450,264.78,71.29,55.28,34.95,426.3,192629.25,3,794.33,28406.79,12.85,83.4,4.2,0.828,0.823,16.35,581.43,Spring,East,Direct,B2022014648,153
2022-01-25,Mother Dairy,Ghee,351,673.69,236465.69,421,491,523,290.2,133.21,47.77,20.4,491.57,207819.45,3,870.59,28646.24,12.11,92.6,4.6,0.861,0.787,12.23,654.1,Spring,South,Retail,B2022018600,274
2022-01-25,Mother Dairy,Ice Cream,123,95.39,11733.0,170,372,404,51.46,11.83,5.14,7.59,76.02,13490.02,11,566.01,-1757.02,-14.98,88.0,4.4,0.854,0.616,23.73,95.69,Spring,North,Direct,B2022013743,275
2022-01-25,Mother Dairy,Lassi,327,42.21,13802.79,455,196,295,24.15,6.91,2.43,2.18,35.67,16519.92,12,289.8,-2717.13,-19.69,82.7,4.1,0.803,0.866,19.46,38.37,Spring,Central,Retail,B2022019497,83
2022-01-25,Mother Dairy,Lassi,119,44.83,5334.63,144,328,317,18.93,8.74,2.91,2.39,32.97,4842.88,5,94.64,491.75,9.22,92.6,4.6,0.899,0.674,11.59,40.68,Spring,East,Online,B2022018600,97
2022-01-25,Mother Dairy,Milk,503,60.48,30421.51,620,68,157,31.55,11.53,3.45,2.16,48.69,30439.96,8,252.41,-18.45,-0.06,89.7,4.5,0.792,0.614,14.91,57.22,Spring,Central,Online,B2022019070,15
2022-01-26,Mother Dairy,Ghee,816,579.16,472592.31,921,459,532,342.63,82.35,34.42,21.88,481.27,447705.65,13,4454.19,24886.66,5.27,92.7,4.6,0.784,0.895,19.46,585.52,Spring,East,Wholesale,B2022018076,130
2022-01-26,Mother Dairy,Ice Cream,344,93.7,32232.19,453,245,350,41.87,18.52,7.34,7.39,75.12,36080.65,49,2051.45,-3848.47,-11.94,88.0,4.4,0.875,0.701,10.06,96.78,Spring,East,Retail,B2022015598,82
2022-01-26,Mother Dairy,Paneer,1023,368.48,376951.94,1285,325,571,219.85,44.93,34.34,11.89,311.0,418328.54,85,18687.18,-41376.6,-10.98,89.0,4.4,0.891,0.665,19.36,353.51,Spring,South,Wholesale,B2022015566,287
2022-01-26,Mother Dairy,Paneer,418,416.95,174286.53,488,301,367,172.04,51.23,30.23,20.15,273.64,136804.72,19,3268.73,37481.81,21.51,91.2,4.6,0.852,0.744,15.77,415.97,Spring,Central,Direct,B2022012357,104
2022-01-26,Mother Dairy,Yogurt,591,79.66,47078.07,792,223,399,43.13,9.09,6.59,2.4,61.21,50374.75,44,1897.6,-3296.69,-7.0,87.6,4.4,0.878,0.769,11.49,73.47,Spring,South,Retail,B2022017464,22
2022-01-27,Mother Dairy,Ghee,403,674.52,271832.92,465,190,228,292.13,80.25,54.07,49.09,475.54,221709.2,2,584.26,50123.72,18.44,83.7,4.2,0.784,0.813,20.86,656.34,Spring,Central,Online,B2022013858,318
2022-01-27,Mother Dairy,Ghee,1381,591.24,816508.33,1762,280,628,337.29,67.86,41.04,18.38,464.58,821617.85,9,3035.62,-5109.52,-0.63,89.8,4.5,0.881,0.695,19.29,615.14,Spring,East,Wholesale,B2022018874,78
2022-01-27,Mother Dairy,Yogurt,199,71.02,14133.47,226,96,117,28.45,11.12,4.5,2.53,46.6,10844.17,11,312.94,3289.3,23.27,89.4,4.5,0.795,0.731,10.63,64.09,Spring,North,Direct,B2022018303,3
2022-01-28,Mother Dairy,Curd,154,47.41,7301.13,193,372,363,19.78,7.6,2.96,1.88,32.21,6513.28,15,296.64,787.86,10.79,89.8,4.5,0.826,0.786,14.41,46.4,Spring,Central,Direct,B2022015975,20
2022-01-28,Mother Dairy,Ice Cream,824,100.56,82864.22,1013,105,277,57.23,10.97,7.54,4.81,80.56,84808.92,56,3204.97,-1944.7,-2.35,92.7,4.6,0.821,0.864,13.5,92.17,Spring,North,Direct,B2022014045,85
2022-01-28,Mother Dairy,Lassi,508,39.41,20021.49,708,218,370,16.27,5.98,2.74,3.13,28.12,20448.28,33,536.85,-426.8,-2.13,91.0,4.5,0.894,0.9,17.84,35.52,Spring,East,Online,B2022015270,279
2022-01-29,Mother Dairy,Milk,972,63.17,61397.36,1070,459,526,33.48,12.27,3.94,4.6,54.29,58930.4,25,837.03,2466.96,4.02,88.3,4.4,0.846,0.812,13.99,56.87,Spring,North,Wholesale,B2022015756,9
2022-01-30,Mother Dairy,Cheese,796,440.91,350961.33,953,387,515,218.6,62.36,43.77,18.94,343.67,336697.97,42,9181.34,14263.37,4.06,91.8,4.6,0.877,0.918,21.23,459.72,Spring,East,Direct,B2022019660,224
2022-01-30,Mother Dairy,Curd,329,49.71,16353.98,391,205,261,26.2,9.23,3.91,3.56,42.9,17166.48,15,392.96,-812.5,-4.97,85.4,4.3,0.881,0.62,10.81,51.05,Spring,East,Direct,B2022012746,5
2022-01-30,Mother Dairy,Ghee,1514,581.44,880305.4,1954,247,638,270.8,108.42,44.85,25.94,450.01,886623.55,27,7311.48,-6318.15,-0.72,88.7,4.4,0.817,0.64,18.23,543.58,Spring,Central,Retail,B2022011190,187
2022-01-30,Mother Dairy,Ice Cream,1078,102.26,110233.3,1432,364,672,41.63,11.96,9.3,5.16,68.05,104436.1,168,6994.22,5797.2,5.26,83.4,4.2,0.89,0.749,22.78,101.77,Spring,Central,Direct,B2022012332,133
2022-01-30,Mother Dairy,Lassi,522,46.36,24197.95,578,432,439,21.06,7.82,3.1,3.55,35.52,20891.27,17,358.01,3306.68,13.67,86.4,4.3,0.866,0.782,13.61,49.3,Spring,West,Retail,B2022016520,236
2022-01-30,Mother Dairy,Milk,946,59.87,56639.96,1190,286,522,32.25,10.41,5.64,4.01,52.3,63305.8,33,1064.13,-6665.84,-11.77,90.2,4.5,0.893,0.899,17.02,64.33,Spring,South,Direct,B2022011881,21
2022-01-31,Mother Dairy,Curd,818,53.7,43926.76,919,100,153,31.59,9.0,4.78,2.74,48.12,46114.0,60,1895.53,-2187.24,-4.98,85.0,4.3,0.839,0.718,23.1,51.4,Spring,East,Wholesale,B2022019696,6
2022-01-31,Mother Dairy,Milk,1295,61.54,79699.83,1665,434,789,30.62,11.54,5.08,3.36,50.6,85236.84,32,979.84,-5537.02,-6.95,86.5,4.3,0.808,0.677,22.55,57.45,Spring,East,Wholesale,B2022014399,25
2022-02-01,Mother Dairy,Curd,1012,50.23,50836.93,1171,270,398,27.15,9.28,3.04,1.65,41.12,50490.49,86,2334.82,346.44,0.68,92.7,4.6,0.849,0.778,17.39,50.52,Spring,South,Retail,B2022021530,4
2022-02-01,Mother Dairy,Curd,949,54.76,51971.27,1201,180,395,26.7,6.77,3.37,2.19,39.03,49064.01,82,2189.74,2907.26,5.59,90.7,4.5,0.84,0.94,22.47,50.36,Spring,East,Wholesale,B2022025820,15
2022-02-01,Mother Dairy,Ice Cream,1208,97.08,117267.32,1495,350,603,47.55,15.27,4.9,4.27,71.98,114273.81,140,6656.72,2993.51,2.55,87.1,4.4,0.869,0.733,20.52,90.78,Spring,West,Online,B2022027576,149
2022-02-01,Mother Dairy,Milk,437,56.39,24644.52,607,136,264,33.61,6.96,2.87,3.38,46.81,28614.0,6,201.66,-3969.48,-16.11,87.6,4.4,0.884,0.942,18.62,61.49,Spring,East,Direct,B2022027371,16
2022-02-02,Mother Dairy,Ghee,444,640.17,284237.63,573,218,347,265.99,66.77,61.77,23.72,418.26,241525.44,7,1861.96,42712.19,15.03,81.7,4.1,0.851,0.859,10.54,642.49,Spring,East,Direct,B2022027168,156
2022-02-02,Mother Dairy,Ice Cream,1005,99.11,99609.12,1178,379,512,52.84,13.93,5.72,5.18,77.67,95830.82,82,4332.55,3778.3,3.79,85.8,4.3,0.896,0.949,13.64,107.03,Spring,West,Retail,B2022024524,253
2022-02-02,Mother Dairy,Ice Cream,138,108.63,14991.1,174,180,169,58.9,18.34,7.75,3.79,88.78,16213.73,13,765.65,-1222.63,-8.16,84.1,4.2,0.834,0.693,11.22,100.87,Spring,North,Direct,B2022026877,348
2022-02-03,Mother Dairy,Cheese,173,510.49,88314.45,215,112,144,255.19,60.09,48.16,38.36,401.8,88684.21,9,2296.71,-369.77,-0.42,92.5,4.6,0.863,0.633,10.03,507.11,Spring,West,Retail,B2022023180,225
2022-02-03,Mother Dairy,Milk,330,57.33,18918.22,395,141,189,32.71,10.52,4.87,2.55,50.66,20140.12,4,130.84,-1221.9,-6.46,82.6,4.1,0.828,0.875,15.88,62.49,Spring,North,Direct,B2022027723,9
2022-02-04,Mother Dairy,Curd,240,46.93,11263.21,285,213,234,24.69,7.39,2.41,1.68,36.17,10875.88,23,567.96,387.33,3.44,84.1,4.2,0.833,0.623,14.39,49.56,Spring,West,Wholesale,B2022023961,15
2022-02-05,Mother Dairy,Milk,790,58.45,46176.98,898,480,557,25.17,11.38,4.05,2.83,43.43,39399.89,16,402.67,6777.09,14.68,90.1,4.5,0.805,0.783,13.06,59.43,Spring,East,Direct,B2022024654,12
2022-02-05,Mother Dairy,Paneer,1142,365.76,417702.77,1273,210,330,171.52,45.43,24.75,12.23,253.92,330961.17,45,7718.27,86741.6,20.77,89.9,4.5,0.887,0.693,23.31,360.78,Spring,North,Direct,B2022022035,163
2022-02-06,Mother Dairy,Cheese,1351,473.0,639021.11,1585,242,476,217.81,85.55,43.58,27.51,374.45,599384.72,27,5881.0,39636.38,6.2,82.4,4.1,0.885,0.849,24.26,449.19,Spring,Central,Online,B2022021266,209
2022-02-06,Mother Dairy,Curd,410,50.75,20806.07,540,277,387,26.31,9.56,4.26,2.46,42.6,24082.6,41,1078.89,-3276.52,-15.75,85.9,4.3,0.786,0.722,16.59,55.81,Spring,East,Direct,B2022024301,23
2022-02-06,Mother Dairy,Curd,746,54.6,40735.09,923,359,491,25.25,8.09,4.68,1.91,39.93,38290.84,57,1439.11,2444.25,6.0,90.7,4.5,0.88,0.899,21.61,53.37,Spring,East,Retail,B2022029563,21
2022-02-06,Mother Dairy,Milk,176,59.56,10482.73,199,345,340,34.44,9.69,3.61,3.97,51.71,10358.23,2,68.87,124.5,1.19,90.0,4.5,0.858,0.714,12.69,54.59,Spring,South,Direct,B2022023857,27
2022-02-06,Mother Dairy,Paneer,321,371.82,119354.17,430,233,327,193.13,64.25,33.71,14.88,305.97,136396.51,25,4828.21,-17042.34,-14.28,83.8,4.2,0.893,0.79,18.87,364.06,Spring,East,Wholesale,B2022025228,196
2022-02-07,Mother Dairy,Cheese,659,461.01,303806.93,739,164,228,260.87,55.48,36.58,15.92,368.85,275969.15,13,3391.37,27837.77,9.16,83.0,4.1,0.848,0.863,24.7,488.21,Spring,Central,Retail,B2022022866,356
2022-02-07,Mother Dairy,Curd,427,46.02,19649.53,490,236,293,25.42,7.7,3.19,2.09,38.4,19653.44,33,838.97,-3.91,-0.02,90.1,4.5,0.809,0.813,11.49,43.64,Spring,West,Direct,B2022021563,30
2022-02-07,Mother Dairy,Ice Cream,589,106.85,62935.31,692,331,419,56.81,21.03,10.42,3.99,92.25,68155.01,76,4317.84,-5219.69,-8.29,87.4,4.4,0.827,0.884,18.8,104.45,Spring,East,Wholesale,B2022029970,335
2022-02-07,Mother Dairy,Ice Cream,684,115.78,79196.75,761,131,204,52.98,16.74,11.29,5.34,86.35,69152.26,65,3443.65,10044.49,12.68,87.5,4.4,0.818,0.673,23.73,124.6,Spring,North,Wholesale,B2022022069,54
2022-02-07,Mother Dairy,Paneer,457,410.42,187559.72,594,375,476,176.9,76.08,23.24,20.89,297.11,183207.22,38,6722.26,4352.5,2.32,92.8,4.6,0.883,0.944,21.58,447.9,Spring,Central,Online,B2022027818,218
2022-02-07,Mother Dairy,Yogurt,1416,81.37,115220.13,1745,120,439,36.15,9.37,8.11,3.16,56.79,101151.87,57,2060.27,14068.26,12.21,83.2,4.2,0.794,0.665,20.2,73.53,Spring,Central,Wholesale,B2022027713,8
2022-02-08,Mother Dairy,Paneer,358,407.15,145759.34,434,467,503,241.95,59.91,33.2,18.3,353.35,158919.38,23,5564.82,-13160.04,-9.03,87.3,4.4,0.845,0.673,20.15,378.91,Spring,East,Wholesale,B2022024944,193
2022-02-08,Mother Dairy,Yogurt,460,89.76,41289.04,640,209,361,37.52,11.63,4.6,7.06,60.82,39562.56,17,637.87,1726.49,4.18,81.7,4.1,0.893,0.856,22.2,90.59,Spring,North,Online,B2022021856,15
2022-02-09,Mother Dairy,Curd,739,48.56,35885.79,1023,246,508,22.5,7.9,3.2,2.21,35.81,37469.7,37,832.39,-1583.91,-4.41,89.3,4.5,0.836,0.647,18.22,47.43,Spring,North,Retail,B2022029933,4
2022-02-09,Mother Dairy,Ghee,916,610.67,559377.17,1203,315,590,269.63,62.2,58.27,40.13,430.22,519976.18,9,2426.64,39400.99,7.04,92.8,4.6,0.887,0.911,23.97,616.99,Spring,West,Online,B2022027904,43
2022-02-09,Mother Dairy,Lassi,589,44.67,26309.98,731,96,232,25.93,6.22,3.04,3.15,38.33,28721.48,27,699.98,-2411.5,-9.17,90.4,4.5,0.819,0.787,21.34,46.64,Spring,West,Direct,B2022024618,179
2022-02-09,Mother Dairy,Lassi,336,42.3,14212.14,451,495,610,20.96,7.44,3.96,2.97,35.33,16522.17,28,586.92,-2310.03,-16.25,84.6,4.2,0.818,0.669,21.86,41.19,Spring,Central,Wholesale,B2022024081,167
2022-02-09,Mother Dairy,Lassi,742,44.73,33190.04,826,197,268,22.64,6.77,3.5,1.43,34.35,29299.53,41,928.44,3890.51,11.72,81.6,4.1,0.858,0.673,17.16,45.07,Spring,Central,Retail,B2022022041,170
2022-02-09,Mother Dairy,Milk,406,62.98,25567.93,463,402,451,28.46,10.68,3.87,5.0,48.01,22428.74,7,199.19,3139.18,12.28,86.3,4.3,0.876,0.663,17.38,69.19,Spring,Central,Online,B2022029967,23
2022-02-10,Mother Dairy,Lassi,950,45.33,43060.07,1158,316,496,25.02,7.66,3.87,2.83,39.37,47721.33,85,2126.49,-4661.26,-10.83,82.7,4.1,0.82,0.781,24.6,41.91,Spring,East,Online,B2022026164,54
2022-02-10,Mother Dairy,Milk,259,65.74,17027.78,342,459,506,28.68,7.25,4.53,2.62,43.06,14928.86,7,200.73,2098.92,12.33,85.2,4.3,0.818,0.697,10.68,72.09,Spring,South,Wholesale,B2022022281,22
2022-02-11,Mother Dairy,Paneer,756,401.95,303876.25,942,413,588,218.66,64.44,20.24,19.3,322.64,310705.57,31,6778.33,-6829.32,-2.25,85.6,4.3,0.894,0.912,12.57,434.35,Spring,Central,Online,B2022029056,290
2022-02-11,Mother Dairy,Yogurt,372,79.43,29546.6,468,402,478,42.57,15.05,4.92,4.66,67.21,32346.97,21,893.97,-2800.37,-9.48,84.9,4.2,0.826,0.919,12.19,79.43,Spring,North,Direct,B2022022332,22
2022-02-12,Mother Dairy,Cheese,830,469.01,389274.18,1155,492,780,226.73,80.77,39.5,32.11,379.11,445802.62,35,7935.41,-56528.44,-14.52,83.0,4.2,0.836,0.747,18.98,475.06,Spring,West,Retail,B2022028845,65
2022-02-12,Mother Dairy,Ice Cream,1280,117.64,150583.34,1772,396,859,68.38,13.51,6.67,5.47,94.02,175017.66,123,8410.28,-24434.32,-16.23,89.0,4.5,0.825,0.713,17.3,110.93,Spring,South,Direct,B2022021709,48
2022-02-12,Mother Dairy,Paneer,1251,382.52,478533.1,1439,233,414,219.75,42.96,32.96,11.57,307.24,462113.92,91,19997.7,16419.19,3.43,81.4,4.1,0.892,0.811,23.94,407.97,Spring,East,Wholesale,B2022021146,127
2022-02-13,Mother Dairy,Curd,1201,48.42,58150.88,1619,490,897,20.9,8.87,2.66,2.08,34.51,58486.25,125,2612.53,-335.37,-0.58,91.4,4.6,0.816,0.906,11.42,51.17,Spring,Central,Online,B2022027350,21
2022-02-13,Mother Dairy,Ghee,805,657.69,529438.38,1019,277,473,388.33,91.85,64.88,21.97,567.03,581295.28,9,3495.0,-51856.9,-9.79,81.6,4.1,0.89,0.623,10.17,660.77,Spring,East,Direct,B2022025089,227
2022-02-13,Mother Dairy,Ghee,940,718.66,675543.4,1111,288,411,415.09,126.26,36.31,32.26,609.92,681769.14,10,4150.92,-6225.74,-0.92,81.2,4.1,0.806,0.669,21.3,745.17,Spring,South,Retail,B2022025194,277
2022-02-13,Mother Dairy,Milk,518,66.12,34248.28,702,258,399,30.79,12.87,6.3,4.49,54.45,38808.91,19,584.95,-4560.62,-13.32,86.8,4.3,0.843,0.736,12.3,71.51,Spring,Central,Online,B2022024602,26
2022-02-13,Mother Dairy,Yogurt,811,89.72,72759.86,914,378,444,51.18,13.02,6.01,5.5,75.71,70884.21,33,1689.04,1875.65,2.58,81.5,4.1,0.819,0.891,23.06,97.11,Spring,East,Direct,B2022028292,4
2022-02-14,Mother Dairy,Cheese,1022,442.48,452215.49,1332,144,438,210.37,78.89,40.7,24.39,354.33,477653.03,27,5679.87,-25437.54,-5.63,92.7,4.6,0.878,0.868,10.75,472.05,Spring,South,Online,B2022025595,221
2022-02-14,Mother Dairy,Curd,814,52.95,43101.73,1009,300,461,21.76,8.83,2.69,2.02,35.3,37443.56,84,1827.51,5658.17,13.13,84.6,4.2,0.898,0.692,15.88,53.01,Spring,South,Direct,B2022026278,22
2022-02-14,Mother Dairy,Ghee,496,700.78,347588.04,687,264,442,387.92,82.41,61.34,49.41,581.08,402692.44,9,3491.31,-55104.41,-15.85,88.7,4.4,0.787,0.712,11.1,741.06,Spring,North,Retail,B2022029009,251
2022-02-14,Mother Dairy,Paneer,287,437.34,125517.65,370,492,561,262.17,54.96,26.99,32.1,376.23,144186.76,19,4981.29,-18669.1,-14.87,93.0,4.6,0.844,0.738,18.17,455.49,Spring,North,Retail,B2022028884,355
2022-02-15,Mother Dairy,Ghee,752,602.45,453041.77,996,173,376,316.42,89.52,37.28,44.67,487.9,487844.72,6,1898.54,-34802.95,-7.68,89.4,4.5,0.843,0.731,11.44,637.85,Spring,West,Direct,B2022027740,197
2022-02-15,Mother Dairy,Ice Cream,223,122.62,27344.52,298,144,196,67.25,16.61,11.47,6.35,101.68,32384.0,31,2084.75,-5039.48,-18.43,87.2,4.4,0.87,0.698,24.13,134.05,Spring,South,Wholesale,B2022023679,181
2022-02-16,Mother Dairy,Cheese,767,455.88,349663.06,956,339,479,213.91,49.84,35.11,18.24,317.1,312130.83,42,8984.04,37532.24,10.73,92.3,4.6,0.883,0.617,18.82,415.29,Spring,West,Direct,B2022025344,112
2022-02-16,Mother Dairy,Lassi,373,44.53,16610.0,426,313,353,22.05,7.01,2.47,3.16,34.7,15422.68,29,639.56,1187.32,7.15,86.0,4.3,0.892,0.638,24.37,42.0,Spring,North,Retail,B2022022571,270
2022-02-17,Mother Dairy,Ice Cream,852,129.66,110472.03,1128,396,672,75.24,15.57,9.51,8.3,108.62,126809.34,57,4288.46,-16337.31,-14.79,85.0,4.2,0.882,0.697,14.86,128.22,Spring,Central,Wholesale,B2022024416,109
2022-02-17,Mother Dairy,Ice Cream,138,135.81,18742.29,182,405,413,66.09,18.53,10.95,6.73,102.3,19742.07,17,1123.53,-999.79,-5.33,86.6,4.3,0.87,0.733,14.31,145.3,Spring,North,Wholesale,B2022024369,34
2022-02-17,Mother Dairy,Lassi,737,46.9,34563.98,818,232,301,19.79,7.38,2.81,3.1,33.08,27650.32,30,593.63,6913.66,20.0,87.3,4.4,0.826,0.742,11.87,45.94,Spring,South,Retail,B2022026057,127
2022-02-17,Mother Dairy,Lassi,900,42.1,37892.92,1013,344,420,17.99,4.22,2.45,3.12,27.78,28660.12,29,521.8,9232.8,24.37,90.3,4.5,0.895,0.821,18.04,45.4,Spring,Central,Wholesale,B2022026631,171
2022-02-17,Mother Dairy,Milk,299,57.05,17058.66,375,74,131,23.46,7.64,2.95,4.21,38.27,14514.84,7,164.25,2543.82,14.91,83.1,4.2,0.874,0.697,20.16,55.92,Spring,East,Retail,B2022023110,20
2022-02-17,Mother Dairy,Milk,1322,57.31,75766.18,1641,494,802,23.09,7.92,4.67,3.57,39.24,64997.31,26,600.24,10768.87,14.21,80.9,4.0,0.816,0.843,24.38,55.39,Spring,Central,Retail,B2022021093,22
2022-02-17,Mother Dairy,Paneer,633,449.43,284488.07,844,323,507,242.06,50.65,23.99,19.08,335.77,288957.44,23,5567.31,-4469.37,-1.57,88.1,4.4,0.811,0.764,23.28,430.12,Spring,West,Online,B2022022490,284
2022-02-17,Mother Dairy,Paneer,1162,376.57,437574.75,1298,156,281,194.07,48.17,23.99,29.31,295.54,390594.85,36,6986.53,46979.89,10.74,93.0,4.6,0.801,0.712,11.22,377.9,Spring,West,Wholesale,B2022021321,112
2022-02-17,Mother Dairy,Yogurt,147,81.53,11984.88,180,336,331,39.99,14.32,7.55,5.57,67.43,12257.73,3,119.98,-272.85,-2.28,89.4,4.5,0.799,0.77,24.5,88.93,Spring,West,Direct,B2022021017,3
2022-02-18,Mother Dairy,Butter,435,539.79,234810.77,537,88,179,232.55,106.16,40.75,20.37,399.83,215641.52,4,930.19,19169.24,8.16,89.3,4.5,0.827,0.829,20.24,567.53,Spring,Central,Wholesale,B2022022779,175
2022-02-18,Mother Dairy,Curd,482,47.4,22848.44,599,482,574,22.91,9.01,4.7,1.78,38.4,23893.12,39,893.45,-1044.68,-4.57,82.4,4.1,0.807,0.838,13.69,49.91,Spring,East,Retail,B2022022822,9
2022-02-18,Mother Dairy,Lassi,881,43.17,38029.66,1084,391,554,21.63,8.44,2.41,1.39,33.87,37467.67,35,757.08,561.99,1.48,86.7,4.3,0.888,0.913,14.37,44.23,Spring,Central,Direct,B2022023626,339
2022-02-18,Mother Dairy,Milk,822,57.52,47279.13,1083,361,609,27.08,7.14,4.55,3.98,42.74,46859.83,21,568.78,419.3,0.89,84.1,4.2,0.81,0.771,22.21,62.96,Spring,North,Retail,B2022021209,23
2022-02-18,Mother Dairy,Yogurt,1162,77.44,89980.55,1498,491,809,42.19,10.78,6.81,4.61,64.39,98401.13,46,1940.61,-8420.59,-9.36,82.9,4.1,0.833,0.709,23.38,71.27,Spring,North,Wholesale,B2022028283,6
2022-02-19,Mother Dairy,Cheese,460,470.62,216485.69,596,339,439,228.37,57.06,43.21,21.21,349.85,213305.83,21,4795.8,3179.86,1.47,85.6,4.3,0.797,0.912,12.69,460.91,Spring,Central,Retail,B2022029903,323
2022-02-19,Mother Dairy,Ice Cream,532,126.0,67029.48,605,91,127,59.57,14.55,7.94,6.71,88.76,55605.31,32,1906.13,11424.17,17.04,86.3,4.3,0.82,0.893,19.59,130.45,Spring,Central,Wholesale,B2022024517,135
2022-02-20,Mother Dairy,Butter,189,562.62,106334.99,229,267,261,272.41,102.31,29.8,36.68,441.21,101581.27,2,544.82,4753.72,4.47,86.9,4.3,0.868,0.834,19.4,552.98,Spring,North,Direct,B2022024981,217
2022-02-20,Mother Dairy,Ice Cream,304,135.16,41088.44,410,317,389,78.53,21.73,6.95,7.41,114.61,49896.21,37,2905.51,-8807.77,-21.44,84.1,4.2,0.797,0.703,10.69,130.38,Spring,South,Direct,B2022028146,83
2022-02-20,Mother Dairy,Ice Cream,1089,139.38,151786.82,1298,122,293,67.99,17.66,10.91,6.46,103.02,140994.21,107,7274.86,10792.61,7.11,82.4,4.1,0.861,0.836,21.11,131.68,Spring,Central,Direct,B2022021369,45
2022-02-21,Mother Dairy,Butter,171,583.31,99746.32,226,129,152,241.24,99.9,56.89,43.91,441.93,100118.29,1,241.24,-371.96,-0.37,85.9,4.3,0.843,0.896,14.06,624.58,Spring,West,Online,B2022022439,107
2022-02-21,Mother Dairy,Butter,117,625.88,73228.49,146,257,280,355.79,95.78,41.0,37.33,529.89,77364.2,0,0.0,-4135.71,-5.65,82.8,4.1,0.784,0.823,23.74,565.29,Spring,East,Wholesale,B2022021342,103
2022-02-21,Mother Dairy,Cheese,189,463.71,87641.05,249,103,140,220.5,62.0,24.58,18.07,325.14,82063.35,5,1102.51,5577.7,6.36,92.7,4.6,0.791,0.862,11.6,487.07,Spring,West,Direct,B2022029973,294
