Date,Company,Product,Quantity_Sold,Unit_Price,Revenue,Production_Quantity,Inventory_Start,Inventory_End,Raw_Material_Cost_Per_Unit,Processing_Cost_Per_Unit,Packaging_Cost_Per_Unit,Transportation_Cost_Per_Unit,Total_Cost_Per_Unit,Total_Costs,Waste_Quantity,Waste_Cost,Profit,Profit_Margin_Percent,Quality_Score,Customer_Rating,Production_Efficiency,Capacity_Utilization,Market_Share_Percent,Competitor_Average_Price,Season,Region,Sales_Channel,Batch_Number,Expiry_Days
2021-11-24,Amul,Paneer,453,263.26,119255.37,608,387,499,137.27,35.76,14.73,8.39,196.14,121997.27,20,2745.39,-2741.9,-2.3,88.7,4.4,0.842,0.772,26.02,266.53,Winter,South,Direct,B2021111234,151
2021-11-26,Amul,Cheese,555,287.07,159323.71,709,360,473,115.87,43.33,24.94,11.35,195.5,141389.36,24,2780.98,17934.35,11.26,87.3,4.4,0.93,0.648,24.08,261.22,Winter,North,Direct,B2021117553,188
2021-11-26,Amul,Lassi,333,26.32,8765.99,463,404,508,12.0,4.81,2.36,1.45,20.61,9768.93,19,227.96,-1002.94,-11.44,96.2,4.8,0.84,0.787,31.97,27.69,Winter,North,Wholesale,B2021119858,97
2021-11-27,Amul,Cheese,388,303.8,117875.16,467,103,144,154.21,37.24,22.98,23.2,237.63,113438.63,16,2467.37,4436.53,3.76,92.7,4.6,0.898,0.909,25.57,281.88,Winter,Central,Retail,B2021114078,314
2021-11-27,Amul,Chocolate,647,196.77,127311.61,811,125,250,94.28,33.03,14.19,14.39,155.88,128209.77,19,1791.34,-898.16,-0.71,92.2,4.6,0.925,0.737,29.54,203.51,Winter,South,Online,B2021115516,311
2021-11-27,Amul,Curd,915,38.24,34993.59,1187,431,655,21.04,5.43,3.57,2.43,32.47,40125.01,75,1578.16,-5131.42,-14.66,85.8,4.3,0.897,0.938,30.83,41.01,Winter,East,Direct,B2021117179,25
2021-11-27,Amul,Ice Cream,256,70.82,18131.02,335,219,258,38.67,7.56,4.8,2.93,53.95,19234.82,30,1159.97,-1103.8,-6.09,94.9,4.7,0.814,0.664,30.41,65.03,Winter,Central,Retail,B2021116779,278
2021-11-27,Amul,Lassi,419,27.92,11697.24,486,155,222,15.69,4.61,2.1,1.43,23.83,12100.21,33,517.83,-402.97,-3.45,87.8,4.4,0.826,0.676,24.91,28.42,Winter,North,Direct,B2021116146,214
2021-11-27,Amul,Yogurt,138,55.33,7635.77,192,431,451,26.74,8.45,3.02,3.28,41.49,8152.85,7,187.17,-517.08,-6.77,90.7,4.5,0.814,0.796,22.4,53.72,Winter,Central,Retail,B2021117710,9
2021-11-27,Amul,Yogurt,531,56.66,30084.25,650,313,407,25.4,6.31,3.44,3.87,39.02,25897.32,21,533.35,4186.93,13.92,89.2,4.5,0.847,0.679,22.27,54.53,Winter,Central,Wholesale,B2021115387,9
2021-11-28,Amul,Cheese,615,310.99,191256.65,743,187,306,133.91,42.01,28.44,10.43,214.79,162000.95,18,2410.4,29255.7,15.3,97.9,4.9,0.873,0.712,22.37,281.63,Winter,East,Wholesale,B2021115493,330
2021-11-28,Amul,Ice Cream,338,73.19,24736.73,448,488,583,38.26,9.97,7.05,2.59,57.86,27338.75,37,1415.46,-2602.02,-10.52,85.9,4.3,0.833,0.909,22.56,69.66,Winter,West,Direct,B2021117652,290
2021-11-28,Amul,Lassi,846,29.25,24747.01,997,352,486,14.91,3.6,2.75,0.99,22.25,22865.34,46,685.77,1881.67,7.6,86.6,4.3,0.91,0.745,26.93,28.02,Winter,South,Direct,B2021114973,329
2021-11-29,Amul,Cheese,569,330.07,187809.87,642,205,248,183.42,37.71,16.99,25.35,263.47,174098.09,27,4952.26,13711.77,7.3,97.7,4.9,0.921,0.891,34.3,353.91,Winter,Central,Direct,B2021111459,284
2021-11-29,Amul,Ghee,1315,389.23,511837.04,1564,400,616,211.81,60.94,37.84,21.12,331.72,522404.19,17,3600.8,-10567.15,-2.06,93.0,4.7,0.854,0.668,30.43,380.22,Winter,East,Retail,B2021119322,141
2021-11-29,Amul,Lassi,539,27.59,14871.38,627,73,160,12.82,5.12,1.6,1.53,21.07,13559.86,27,346.15,1311.52,8.82,89.1,4.5,0.866,0.653,25.98,29.28,Winter,East,Online,B2021111249,359
2021-11-29,Amul,Milk,441,54.05,23834.54,508,105,172,30.29,9.95,4.93,1.93,47.1,24138.55,7,212.03,-304.0,-1.28,96.4,4.8,0.874,0.619,21.63,50.59,Winter,West,Online,B2021112919,5
2021-11-30,Amul,Butter,427,358.56,153103.7,509,142,180,169.91,37.19,35.56,26.18,268.84,137350.33,3,509.74,15753.37,10.29,86.7,4.3,0.825,0.839,17.48,332.62,Winter,South,Online,B2021117549,274
2021-11-30,Amul,Lassi,1058,25.86,27360.28,1173,240,328,15.31,4.14,1.57,1.57,22.6,27841.05,87,1332.22,-480.77,-1.76,85.2,4.3,0.833,0.651,18.24,23.47,Winter,East,Online,B2021113869,353
2021-12-02,Amul,Milk,438,47.51,20810.98,533,413,473,21.93,8.65,3.87,1.76,36.21,19520.37,10,219.27,1290.61,6.2,88.7,4.4,0.931,0.879,17.11,51.67,Winter,West,Direct,B2021122591,24
2021-12-02,Amul,Paneer,786,255.99,201204.57,989,87,290,123.85,25.81,25.09,9.34,184.08,189735.85,62,7678.45,11468.72,5.7,91.5,4.6,0.863,0.796,23.43,232.73,Winter,North,Wholesale,B2021127785,66
2021-12-03,Amul,Butter,1164,336.6,391798.01,1316,116,266,159.5,59.19,18.36,21.74,258.78,342312.9,11,1754.5,49485.11,12.63,96.0,4.8,0.846,0.948,34.42,362.26,Winter,North,Online,B2021121013,289
2021-12-03,Amul,Butter,914,335.68,306811.37,1104,158,341,171.29,61.46,20.59,19.13,272.46,302342.39,9,1541.57,4468.97,1.46,94.4,4.7,0.809,0.943,15.94,359.6,Winter,East,Direct,B2021122823,354
2021-12-03,Amul,Chocolate,189,215.39,40708.47,211,174,193,93.79,33.57,14.54,9.0,150.91,32311.42,5,468.97,8397.04,20.63,95.0,4.8,0.912,0.704,29.88,214.94,Winter,South,Online,B2021129310,310
2021-12-03,Amul,Curd,1120,39.09,43785.44,1429,357,651,20.15,7.8,3.74,2.3,33.99,50971.76,119,2397.61,-7186.32,-16.41,90.0,4.5,0.832,0.831,31.35,42.65,Winter,Central,Wholesale,B2021122140,23
2021-12-03,Amul,Curd,872,43.07,37557.3,1138,497,763,25.0,7.91,2.71,2.89,38.5,45516.25,68,1699.67,-7958.95,-21.19,86.1,4.3,0.872,0.812,20.8,44.89,Winter,East,Retail,B2021126343,18
2021-12-03,Amul,Ghee,477,385.06,183672.35,568,178,229,222.75,53.14,37.48,30.32,343.7,196113.28,4,891.01,-12440.93,-6.77,93.6,4.7,0.877,0.871,15.12,392.02,Winter,South,Wholesale,B2021126134,351
2021-12-04,Amul,Butter,729,390.11,284390.49,827,226,296,198.93,77.53,21.31,20.79,318.56,265840.01,12,2387.11,18550.47,6.52,87.8,4.4,0.926,0.919,24.53,385.1,Winter,Central,Wholesale,B2021122145,124
2021-12-04,Amul,Butter,871,403.19,351175.68,1103,64,264,176.99,60.89,23.33,15.78,276.99,307816.44,13,2300.87,43359.25,12.35,95.8,4.8,0.836,0.726,21.6,401.86,Winter,North,Direct,B2021125765,42
2021-12-04,Amul,Paneer,711,275.15,195635.17,973,343,570,151.03,29.89,22.77,15.85,219.55,223890.47,68,10270.27,-28255.3,-14.44,90.1,4.5,0.896,0.876,33.67,283.83,Winter,South,Online,B2021124896,47
2021-12-04,Amul,Yogurt,376,57.26,21527.92,526,473,577,30.24,10.8,4.08,2.42,47.54,25671.69,22,665.22,-4143.78,-19.25,95.5,4.8,0.903,0.81,15.53,52.95,Winter,Central,Direct,B2021129458,17
2021-12-05,Amul,Paneer,1331,270.96,360647.74,1606,359,626,111.47,39.0,25.38,16.95,192.79,320105.93,94,10477.96,40541.8,11.24,95.5,4.8,0.889,0.628,26.45,267.93,Winter,East,Direct,B2021125469,144
2021-12-06,Amul,Curd,693,41.67,28880.67,885,367,559,21.67,4.9,3.36,2.92,32.84,30341.85,59,1278.29,-1461.18,-5.06,93.2,4.7,0.861,0.668,24.68,41.15,Winter,West,Online,B2021129119,23
2021-12-06,Amul,Ghee,571,392.23,223963.17,688,483,594,213.15,63.73,21.09,15.36,313.32,216844.84,6,1278.88,7118.32,3.18,85.6,4.3,0.855,0.864,24.21,378.9,Winter,South,Online,B2021129818,65
2021-12-06,Amul,Ice Cream,422,67.21,28360.73,490,127,177,27.26,11.33,5.55,4.94,49.07,24645.91,22,599.65,3714.82,13.1,97.7,4.9,0.931,0.827,27.99,62.69,Winter,East,Online,B2021126310,130
2021-12-06,Amul,Ice Cream,191,64.84,12383.56,222,252,252,28.14,10.8,5.02,2.77,46.73,10880.87,18,506.52,1502.69,12.13,91.0,4.6,0.824,0.736,34.25,68.8,Winter,South,Online,B2021125462,216
2021-12-07,Amul,Chocolate,518,225.32,116717.36,665,352,497,94.5,23.3,15.81,9.5,143.11,96209.26,11,1039.51,20508.1,17.57,94.9,4.7,0.872,0.786,16.29,237.25,Winter,East,Direct,B2021126095,305
2021-12-07,Amul,Milk,257,49.98,12844.75,289,286,276,28.9,6.01,3.81,3.97,42.68,12450.53,4,115.59,394.22,3.07,88.4,4.4,0.92,0.904,34.07,47.74,Winter,North,Wholesale,B2021121949,24
2021-12-08,Amul,Butter,240,392.66,94238.33,302,168,184,174.77,64.79,32.83,24.68,297.07,90412.89,4,699.08,3825.45,4.06,89.1,4.5,0.847,0.948,32.66,363.41,Winter,South,Online,B2021122732,279
2021-12-08,Amul,Cheese,385,288.26,110978.95,537,321,466,116.38,47.55,17.2,16.52,197.65,107301.28,10,1163.79,3677.67,3.31,91.8,4.6,0.815,0.766,33.9,284.99,Winter,West,Wholesale,B2021129546,300
2021-12-08,Amul,Ice Cream,114,76.58,8729.67,151,241,228,35.07,10.69,4.09,4.09,53.94,8530.02,11,385.75,199.65,2.29,97.4,4.9,0.808,0.911,29.62,83.4,Winter,West,Online,B2021125729,234
2021-12-08,Amul,Ice Cream,265,72.16,19121.34,363,308,374,34.04,8.83,6.01,4.62,53.5,20611.85,35,1191.38,-1490.51,-7.8,96.0,4.8,0.884,0.854,23.08,65.06,Winter,South,Online,B2021121283,131
2021-12-08,Amul,Paneer,885,269.86,238830.0,1077,121,274,132.63,34.95,18.54,19.49,205.61,227809.01,48,6366.39,11020.99,4.61,97.9,4.9,0.929,0.869,25.79,246.79,Winter,West,Wholesale,B2021124976,265
2021-12-09,Amul,Ghee,390,421.15,164249.05,447,74,125,206.4,59.99,37.67,15.53,319.59,143476.48,3,619.2,20772.57,12.65,88.6,4.4,0.837,0.61,15.17,453.98,Winter,East,Retail,B2021121927,71
2021-12-10,Amul,Butter,1139,400.72,456420.34,1512,418,784,233.01,53.33,35.85,20.94,343.12,523927.92,22,5126.16,-67507.58,-14.79,86.2,4.3,0.864,0.634,32.48,436.37,Winter,East,Direct,B2021128592,244
2021-12-10,Amul,Chocolate,747,202.24,151071.52,981,122,354,103.02,23.8,11.93,11.11,149.86,149591.33,25,2575.39,1480.19,0.98,92.0,4.6,0.914,0.72,20.56,193.71,Winter,East,Online,B2021125492,153
2021-12-10,Amul,Ghee,1189,418.57,497676.74,1493,270,563,172.11,53.24,33.31,24.05,282.71,425705.0,21,3614.24,71971.74,14.46,86.6,4.3,0.892,0.701,29.44,457.91,Winter,West,Retail,B2021124062,358
2021-12-10,Amul,Ghee,579,437.72,253439.64,707,292,373,226.87,69.07,40.46,27.95,364.35,259409.19,8,1814.97,-5969.56,-2.36,85.8,4.3,0.81,0.806,17.91,426.0,Winter,East,Direct,B2021125167,195
2021-12-10,Amul,Paneer,1175,278.07,326727.08,1307,216,340,124.48,41.63,19.65,19.94,205.7,275444.2,53,6597.62,51282.88,15.7,92.4,4.6,0.896,0.681,17.33,259.74,Winter,East,Wholesale,B2021121927,344
2021-12-10,Amul,Paneer,473,292.96,138569.63,529,210,254,157.32,35.9,23.34,11.6,228.17,125736.07,32,5034.39,12833.56,9.26,86.5,4.3,0.837,0.901,22.36,294.6,Winter,West,Wholesale,B2021121336,268
2021-12-11,Amul,Chocolate,569,212.71,121034.66,682,302,366,110.9,31.31,19.12,10.94,172.27,118931.61,13,1441.76,2103.05,1.74,89.3,4.5,0.88,0.892,31.81,203.13,Winter,Central,Wholesale,B2021122937,350
2021-12-11,Amul,Ice Cream,388,63.36,24584.58,438,439,465,26.15,10.92,4.17,4.24,45.47,20412.99,19,496.79,4171.59,16.97,91.4,4.6,0.901,0.672,29.25,59.15,Winter,East,Wholesale,B2021127221,202
2021-12-11,Amul,Lassi,987,26.92,26572.15,1265,158,406,12.38,4.13,2.13,2.11,20.74,26895.24,53,656.08,-323.08,-1.22,89.9,4.5,0.871,0.915,21.27,25.47,Winter,East,Wholesale,B2021127650,347
2021-12-12,Amul,Butter,1049,417.86,438331.67,1174,148,260,228.42,82.89,31.29,29.05,371.65,438606.59,10,2284.23,-274.92,-0.06,87.2,4.4,0.853,0.694,21.52,389.74,Winter,East,Direct,B2021129662,258
2021-12-12,Amul,Chocolate,215,219.38,47166.0,238,358,365,90.88,25.0,11.02,7.01,133.92,32145.86,3,272.65,15020.14,31.85,97.3,4.9,0.91,0.701,27.48,237.22,Winter,Central,Online,B2021124398,140
2021-12-12,Amul,Ice Cream,432,71.62,30940.3,580,477,588,32.34,8.05,6.11,3.13,49.63,30724.54,60,1940.23,215.76,0.7,86.9,4.3,0.81,0.79,33.3,76.54,Winter,North,Retail,B2021124479,210
2021-12-12,Amul,Paneer,450,292.52,131634.27,529,90,124,156.38,35.15,27.19,13.91,232.64,125566.58,16,2502.04,6067.68,4.61,87.0,4.4,0.856,0.769,15.36,268.11,Winter,South,Wholesale,B2021129535,239
2021-12-12,Amul,Paneer,1020,268.48,273848.26,1336,253,528,122.04,28.83,25.01,14.3,190.18,265429.65,93,11349.93,8418.61,3.07,85.9,4.3,0.812,0.789,16.91,272.28,Winter,West,Online,B2021125155,108
2021-12-13,Amul,Cheese,153,304.0,46512.07,170,177,162,160.89,36.26,19.41,18.47,235.05,41084.21,7,1126.26,5427.86,11.67,94.2,4.7,0.831,0.725,19.36,309.97,Winter,West,Wholesale,B2021123981,166
2021-12-13,Amul,Cheese,265,325.53,86266.08,338,454,507,188.52,34.64,23.51,25.11,271.78,93370.19,8,1508.15,-7104.11,-8.24,95.7,4.8,0.814,0.659,32.01,303.62,Winter,East,Online,B2021121605,36
2021-12-13,Amul,Chocolate,1270,227.55,288990.29,1607,379,672,135.38,37.68,15.04,14.86,202.96,329669.08,26,3519.78,-40678.79,-14.08,90.3,4.5,0.864,0.945,31.64,246.64,Winter,East,Retail,B2021129916,279
2021-12-13,Amul,Milk,1028,52.26,53720.42,1417,158,515,28.74,9.41,4.65,3.56,46.36,66810.14,39,1121.0,-13089.71,-24.37,90.1,4.5,0.874,0.897,28.0,51.78,Winter,Central,Retail,B2021123712,21
2021-12-13,Amul,Yogurt,827,53.2,43995.28,931,69,168,27.18,8.32,3.9,4.06,43.46,40980.58,19,516.51,3014.7,6.85,90.4,4.5,0.869,0.922,22.42,49.82,Winter,Central,Direct,B2021124947,17
2021-12-13,Amul,Yogurt,962,58.29,56075.19,1073,441,544,27.59,6.66,4.7,4.51,43.47,47687.86,38,1048.39,8387.33,14.96,89.5,4.5,0.88,0.6,15.1,61.71,Winter,South,Wholesale,B2021124449,10
2021-12-14,Amul,Butter,375,385.2,144449.48,490,286,352,213.81,61.69,20.35,16.06,311.91,153262.3,2,427.62,-8812.82,-6.1,94.3,4.7,0.905,0.913,24.08,354.94,Winter,South,Wholesale,B2021124596,349
2021-12-14,Amul,Curd,425,38.67,16433.29,525,159,234,19.88,6.0,2.93,2.81,31.61,17154.37,28,556.68,-721.07,-4.39,92.9,4.6,0.846,0.751,16.06,41.57,Winter,East,Retail,B2021123530,15
2021-12-14,Amul,Ghee,495,430.93,213312.39,687,378,544,218.04,68.48,42.09,20.83,349.44,241371.97,6,1308.23,-28059.58,-13.15,87.8,4.4,0.896,0.926,24.85,451.65,Winter,East,Online,B2021126881,56
2021-12-15,Amul,Butter,864,358.42,309677.67,1193,436,764,187.03,69.39,21.05,22.2,299.67,358628.96,6,1122.17,-48951.28,-15.81,95.9,4.8,0.865,0.85,25.57,351.89,Winter,East,Direct,B2021129856,216
2021-12-16,Amul,Butter,301,414.69,124820.4,346,456,495,206.3,46.74,38.74,21.42,313.19,108983.25,3,618.91,15837.16,12.69,87.3,4.4,0.886,0.927,18.68,395.46,Winter,South,Wholesale,B2021126777,340
2021-12-16,Amul,Chocolate,1171,232.52,272277.37,1289,387,481,107.51,33.26,15.57,8.62,164.96,216500.34,36,3870.3,55777.03,20.49,95.5,4.8,0.914,0.919,19.09,225.81,Winter,East,Wholesale,B2021126513,201
2021-12-16,Amul,Chocolate,565,208.21,117638.74,786,109,316,104.67,26.59,18.15,15.4,164.81,131318.33,17,1779.39,-13679.6,-11.63,98.0,4.9,0.827,0.724,22.52,198.47,Winter,North,Retail,B2021126606,259
2021-12-16,Amul,Ice Cream,579,69.09,40002.13,743,54,216,38.58,10.27,3.6,3.34,55.79,43418.28,51,1967.73,-3416.15,-8.54,97.5,4.9,0.834,0.906,24.54,73.75,Winter,North,Retail,B2021121273,307
2021-12-16,Amul,Paneer,764,299.96,229170.33,944,346,494,159.25,41.53,16.39,9.53,226.71,221814.43,49,7803.39,7355.9,3.21,86.4,4.3,0.88,0.619,28.65,274.33,Winter,North,Wholesale,B2021124384,122
2021-12-17,Amul,Ice Cream,143,66.98,9577.9,193,170,213,36.06,10.18,6.16,2.83,55.22,11162.75,14,504.77,-1584.85,-16.55,86.7,4.3,0.851,0.942,22.17,65.29,Winter,South,Wholesale,B2021124175,288
2021-12-17,Amul,Milk,958,55.23,52910.6,1226,201,464,22.15,8.12,3.73,4.26,38.26,47396.74,22,487.37,5513.87,10.42,92.4,4.6,0.865,0.708,26.06,49.72,Winter,Central,Online,B2021128478,25
2021-12-17,Amul,Paneer,238,277.26,65988.74,263,301,313,149.31,35.94,16.88,10.17,212.29,58221.05,16,2388.91,7767.68,11.77,88.2,4.4,0.901,0.841,29.63,263.69,Winter,North,Retail,B2021127361,338
2021-12-17,Amul,Yogurt,659,61.55,40564.64,735,479,512,25.71,10.69,5.61,2.21,44.23,32867.58,14,359.99,7697.06,18.97,94.5,4.7,0.823,0.653,28.04,64.2,Winter,Central,Online,B2021127106,23
2021-12-18,Amul,Cheese,971,330.12,320543.33,1258,270,557,167.05,42.14,32.29,20.9,262.38,334923.51,29,4844.44,-14380.18,-4.49,92.6,4.6,0.894,0.841,27.98,344.92,Winter,Central,Retail,B2021129437,314
2021-12-18,Amul,Cheese,1208,369.08,445844.81,1345,141,244,167.82,63.47,22.65,29.38,283.32,388958.9,47,7887.65,56885.91,12.76,91.3,4.6,0.922,0.657,24.57,340.68,Winter,North,Retail,B2021122736,299
2021-12-18,Amul,Ice Cream,756,72.74,54989.04,988,97,287,34.58,12.92,6.24,5.28,59.03,60668.86,68,2351.51,-5679.82,-10.33,96.5,4.8,0.844,0.701,25.76,77.34,Winter,East,Direct,B2021122506,263
2021-12-18,Amul,Paneer,827,263.94,218281.47,968,344,443,123.7,34.98,20.71,14.15,193.53,190308.18,24,2968.74,27973.29,12.82,85.4,4.3,0.837,0.68,29.21,270.88,Winter,West,Wholesale,B2021129604,215
2021-12-18,Amul,Yogurt,530,54.27,28765.73,740,326,515,25.99,6.35,5.01,3.76,41.11,31486.06,41,1065.4,-2720.33,-9.46,88.7,4.4,0.888,0.712,19.43,52.8,Winter,Central,Retail,B2021122443,28
2021-12-19,Amul,Ghee,230,448.64,103187.49,318,472,522,184.18,57.13,30.68,19.61,291.6,93097.41,2,368.36,10090.08,9.78,95.1,4.8,0.828,0.842,16.3,435.49,Winter,North,Wholesale,B2021128001,277
2021-12-19,Amul,Milk,691,48.17,33283.46,932,289,516,26.72,7.07,3.6,2.49,39.89,37842.66,25,668.12,-4559.2,-13.7,95.6,4.8,0.858,0.848,24.24,44.08,Winter,North,Retail,B2021122087,8
2021-12-19,Amul,Paneer,312,311.25,97109.87,358,299,331,127.09,46.88,18.96,15.98,208.9,77455.62,21,2668.89,19654.25,20.24,86.0,4.3,0.892,0.948,21.77,339.44,Winter,West,Direct,B2021129504,365
2021-12-20,Amul,Cheese,132,338.55,44688.77,173,404,411,184.09,58.84,20.12,19.3,282.35,49767.49,5,920.44,-5078.72,-11.36,95.7,4.8,0.887,0.877,30.73,369.19,Winter,Central,Direct,B2021121470,185
2021-12-21,Amul,Paneer,788,297.54,234460.1,995,258,439,122.15,56.24,28.09,19.36,225.85,231924.62,59,7207.14,2535.48,1.08,90.7,4.5,0.906,0.81,22.3,284.75,Winter,Central,Direct,B2021129731,44
2021-12-21,Amul,Yogurt,428,58.84,25184.41,523,183,261,25.19,8.61,5.53,3.79,43.12,22906.37,14,352.64,2278.04,9.05,91.4,4.6,0.85,0.714,23.96,56.43,Winter,North,Retail,B2021126417,21
2021-12-22,Amul,Butter,328,402.37,131977.34,426,230,327,172.08,59.76,32.59,28.11,292.55,124969.74,2,344.17,7007.6,5.31,86.8,4.3,0.813,0.689,33.54,364.78,Winter,North,Online,B2021127458,130
2021-12-22,Amul,Ghee,172,500.54,86093.58,232,294,338,213.47,86.27,48.59,38.79,387.12,90451.83,3,640.4,-4358.25,-5.06,87.8,4.4,0.861,0.716,27.38,547.16,Winter,South,Online,B2021122836,200
2021-12-22,Amul,Milk,280,52.9,14812.97,355,82,133,22.4,8.38,2.84,1.72,35.33,12767.21,10,223.96,2045.76,13.81,85.9,4.3,0.819,0.703,17.13,52.83,Winter,North,Retail,B2021123121,23
2021-12-23,Amul,Milk,403,47.52,19148.78,560,275,389,25.27,6.49,2.46,2.93,37.15,21003.53,8,202.15,-1854.76,-9.69,90.9,4.5,0.922,0.711,34.8,47.2,Winter,South,Direct,B2021128629,24
2021-12-23,Amul,Milk,767,55.72,42737.84,1066,314,598,32.93,7.85,5.09,2.94,48.81,52495.9,14,461.02,-9758.06,-22.83,85.2,4.3,0.913,0.779,22.63,52.19,Winter,North,Online,B2021128106,22
2021-12-24,Amul,Butter,817,449.96,367621.4,981,162,318,249.62,69.63,29.74,23.6,372.6,368512.92,12,2995.49,-891.52,-0.24,89.1,4.5,0.877,0.804,20.29,465.35,Winter,West,Online,B2021127158,303
2021-12-25,Amul,Chocolate,608,242.1,147195.16,807,466,651,118.77,29.76,14.02,18.19,180.74,146809.41,8,950.16,385.75,0.26,85.4,4.3,0.915,0.89,33.0,223.39,Winter,West,Online,B2021124661,349
2021-12-25,Amul,Lassi,712,33.19,23632.52,905,81,225,17.77,6.52,2.19,1.91,28.39,26439.89,42,746.28,-2807.37,-11.88,92.3,4.6,0.877,0.732,22.39,30.34,Winter,West,Wholesale,B2021127021,35
2021-12-26,Amul,Lassi,906,34.12,30912.37,1047,352,478,13.8,6.76,1.79,1.11,23.47,24957.29,28,386.49,5955.08,19.26,89.7,4.5,0.879,0.772,30.44,33.01,Winter,Central,Online,B2021127494,57
2021-12-27,Amul,Lassi,268,30.61,8202.85,322,383,414,15.95,5.64,2.59,1.24,25.42,8489.77,19,303.11,-286.91,-3.5,95.2,4.8,0.906,0.689,25.99,29.0,Winter,West,Retail,B2021129154,131
2021-12-28,Amul,Lassi,784,29.5,23124.18,986,491,657,13.08,3.44,2.41,0.94,19.87,19953.97,28,366.21,3170.21,13.71,95.9,4.8,0.826,0.621,18.09,27.66,Winter,East,Online,B2021121063,306
2021-12-29,Amul,Cheese,962,344.08,331007.8,1098,218,311,149.73,46.22,26.07,17.24,239.26,266904.11,28,4192.43,64103.69,19.37,88.4,4.4,0.818,0.715,31.53,315.77,Winter,Central,Online,B2021126733,208
2021-12-29,Amul,Chocolate,874,250.26,218723.4,1083,448,629,135.31,48.14,19.87,10.46,213.78,233017.39,11,1488.46,-14293.99,-6.54,92.3,4.6,0.926,0.607,22.97,230.99,Winter,North,Wholesale,B2021124414,148
2021-12-29,Amul,Curd,1129,43.23,48807.6,1420,284,555,21.82,8.63,2.51,1.87,34.84,51499.56,93,2029.7,-2691.96,-5.52,92.9,4.6,0.859,0.652,24.53,40.52,Winter,East,Wholesale,B2021125398,8
2021-12-29,Amul,Yogurt,174,58.27,10139.7,205,210,239,32.12,11.44,3.34,2.58,49.48,10464.31,10,321.2,-324.61,-3.2,87.0,4.4,0.896,0.6,34.31,60.15,Winter,East,Online,B2021125385,11
2021-12-30,Amul,Butter,867,457.77,396884.22,1007,242,374,258.91,85.79,39.06,26.05,409.82,416052.82,13,3365.86,-19168.6,-4.83,97.8,4.9,0.882,0.803,22.8,419.05,Winter,South,Wholesale,B2021123200,159
2021-12-30,Amul,Cheese,891,334.16,297736.77,1013,273,388,152.42,54.37,21.08,15.88,243.75,251800.46,32,4877.41,45936.31,15.43,93.1,4.7,0.861,0.68,20.78,328.55,Winter,North,Wholesale,B2021127806,86
2021-12-30,Amul,Curd,644,41.24,26560.5,862,116,334,18.2,5.53,2.89,1.57,28.19,24809.59,28,509.63,1750.9,6.59,90.7,4.5,0.921,0.851,22.24,41.48,Winter,North,Wholesale,B2021126929,24
2021-12-30,Amul,Ice Cream,342,76.88,26291.64,425,278,359,35.46,13.23,4.45,2.99,56.12,24632.6,22,780.01,1659.04,6.31,90.5,4.5,0.908,0.669,33.67,73.37,Winter,North,Retail,B2021127100,167
2021-12-31,Amul,Chocolate,1029,233.46,240227.77,1248,476,651,111.43,40.1,14.93,11.77,178.23,225890.28,31,3454.31,14337.48,5.97,89.6,4.5,0.855,0.815,30.35,213.46,Winter,North,Online,B2021124091,184
2021-12-31,Amul,Ice Cream,305,73.87,22530.62,354,257,288,36.9,13.48,5.36,5.71,61.46,23158.21,38,1402.27,-627.6,-2.79,88.4,4.4,0.859,0.665,16.14,79.81,Winter,Central,Wholesale,B2021121716,238
2022-01-01,Amul,Cheese,935,414.87,387904.02,1116,399,545,178.81,63.88,26.84,27.1,296.63,338195.79,40,7152.56,49708.23,12.81,94.3,4.7,0.81,0.774,34.13,397.69,Spring,West,Direct,B2022018723,158
2022-01-01,Amul,Chocolate,1078,277.97,299651.57,1277,114,264,161.16,45.43,21.54,21.15,249.29,321244.3,18,2900.94,-21592.73,-7.21,87.0,4.3,0.825,0.884,18.65,251.72,Spring,Central,Online,B2022013322,56
2022-01-01,Amul,Ghee,762,518.0,394715.0,991,340,560,246.29,94.75,33.93,17.47,392.44,392111.97,13,3201.72,2603.04,0.66,87.7,4.4,0.921,0.774,23.27,543.47,Spring,East,Online,B2022011521,139
2022-01-01,Amul,Lassi,209,37.61,7860.66,283,422,492,21.68,5.3,2.87,2.33,32.18,9519.75,19,411.96,-1659.09,-21.11,97.6,4.9,0.889,0.607,28.76,40.95,Spring,West,Retail,B2022013841,190
2022-01-01,Amul,Paneer,185,341.33,63145.22,224,463,464,142.9,54.92,24.18,13.1,235.1,54805.19,15,2143.43,8340.04,13.21,93.6,4.7,0.921,0.617,27.08,339.15,Spring,West,Wholesale,B2022011133,270
2022-01-01,Amul,Yogurt,559,70.79,39571.96,665,491,553,41.15,9.58,3.83,4.33,58.88,40717.88,38,1563.51,-1145.92,-2.9,87.6,4.4,0.887,0.682,26.83,72.25,Spring,South,Retail,B2022011844,10
2022-01-02,Amul,Cheese,751,393.52,295536.31,833,63,116,167.55,73.77,30.69,19.11,291.11,246855.08,26,4356.37,48681.23,16.47,97.1,4.9,0.841,0.642,22.2,382.65,Spring,South,Wholesale,B2022012753,188
2022-01-02,Amul,Curd,971,47.71,46324.17,1242,97,361,21.36,6.33,4.1,2.43,34.23,44451.83,91,1943.47,1872.34,4.04,87.5,4.4,0.872,0.724,28.72,49.46,Spring,North,Online,B2022012013,6
